,Credit Amount,gender,Education level,Marital Status,Age,Y,totall bill statement,total amount paid,avg repayment
549,230000,2,1,2,28,0,63456,25923,-0.0
550,120000,1,1,2,27,0,246395,27524,0.0
551,100000,1,3,1,52,1,37706,7500,1.0
552,190000,2,1,2,41,1,72112,43854,-1.0
553,50000,1,1,1,56,1,219191,9617,0.0
554,240000,2,1,1,42,0,6370,6370,-1.0
555,40000,2,2,2,24,0,223518,10159,-2.0
556,630000,2,2,1,47,0,118530,55661,-1.0
557,160000,2,1,1,33,0,13149,9074,-2.0
558,110000,2,2,2,32,0,463018,29300,1.0
559,20000,1,2,2,29,0,35627,2055,-1.0
560,210000,2,3,1,53,0,362544,14975,0.0
561,270000,1,1,2,34,0,57523,43455,-1.0
562,360000,2,2,2,52,0,4687,4973,-2.0
563,60000,2,2,1,42,0,9651,9750,-1.0
564,360000,1,2,2,38,0,477607,136709,-0.0
565,390000,2,1,2,45,0,9583,9874,2.0
566,250000,2,3,2,35,0,37633,43951,-2.0
567,90000,2,1,2,24,1,107492,12884,0.0
568,360000,1,1,2,28,0,37909,48124,-1.0
569,50000,1,3,2,26,0,155313,6685,0.0
570,270000,2,1,1,40,0,24457,1000,-1.0
571,200000,2,1,2,29,0,93578,38096,-1.0
572,50000,2,2,2,23,0,194735,9496,0.0
573,350000,1,1,2,33,0,25844,15084,-1.0
574,160000,2,2,2,60,1,14048,10431,-1.0
575,80000,2,3,1,49,0,26122,30745,-1.0
576,290000,1,1,1,53,1,1622960,59114,0.0
577,270000,2,1,2,28,0,143620,77166,-0.0
578,80000,1,1,2,31,0,55230,30128,-0.0
579,50000,1,2,2,36,0,38925,5400,0.0
580,30000,1,2,1,35,0,24623,16882,-1.0
581,30000,1,2,2,28,1,780,780,-1.0
582,90000,1,2,2,33,0,195738,46487,-0.0
583,160000,1,1,2,26,0,67573,72407,-1.0
584,80000,2,3,2,53,0,410262,15881,0.0
585,50000,1,2,2,42,0,245027,7200,0.0
586,20000,2,1,2,25,0,99055,5900,0.0
587,220000,1,1,1,43,1,0,0,-2.0
588,210000,1,3,2,25,1,67409,44925,-0.0
589,130000,2,2,2,29,0,535030,18011,0.0
590,260000,2,2,1,31,0,194136,159300,-1.0
591,230000,2,1,1,30,0,254314,89840,-0.0
592,160000,1,1,2,34,0,512342,20862,0.0
593,50000,1,1,1,35,0,77061,7220,0.0
594,80000,1,2,1,32,0,261480,18017,0.0
595,110000,1,3,2,46,0,356592,14882,0.0
596,200000,1,1,1,43,0,826110,29861,0.0
597,360000,1,2,2,29,0,1542987,46711,0.0
598,210000,2,3,2,31,0,0,0,-2.0
599,80000,2,2,2,24,0,389365,18249,0.0
600,300000,2,2,1,36,1,79766,88921,-0.0
601,310000,2,2,1,43,0,148678,6310,0.0
602,30000,1,3,1,59,1,3270,2880,-1.0
603,170000,1,1,1,53,0,103181,4616,0.0
604,140000,2,2,2,28,0,172568,9001,1.0
605,180000,2,2,2,31,0,0,1576,-2.0
606,50000,1,1,2,34,0,142053,5930,2.0
607,50000,2,2,1,36,0,34423,3001,-0.0
608,110000,2,1,2,24,0,235819,17000,0.0
609,450000,2,3,1,36,0,31012,30254,-2.0
610,200000,2,2,1,34,0,2511,2511,-1.0
611,220000,1,1,2,43,0,154835,99542,-1.0
612,360000,2,1,2,29,1,5930,2650,-1.0
613,50000,1,2,1,37,0,278195,11285,0.0
614,40000,1,2,2,23,0,175916,6117,1.0
615,190000,2,2,1,37,0,717765,29000,2.0
616,150000,1,1,2,33,0,119769,13237,0.0
617,200000,2,1,1,37,0,595,2965,-1.0
618,270000,2,2,1,56,0,683049,26353,0.0
619,60000,1,1,2,25,0,269005,11318,0.0
620,200000,2,2,1,39,0,443849,16680,0.0
621,150000,2,2,1,39,0,204705,15500,0.0
622,180000,2,2,2,28,0,2170,3030,-1.0
623,90000,2,1,2,27,0,7624,0,-1.0
624,360000,2,2,1,37,0,707,4977,-1.0
625,90000,2,1,2,24,0,491,0,-2.0
626,20000,2,2,2,24,0,89220,5646,0.0
627,70000,1,1,1,46,0,318796,13340,0.0
628,230000,1,1,1,39,0,3960,3960,-1.0
629,30000,1,3,1,48,0,175863,7283,0.0
630,200000,2,3,3,45,0,35587,36184,-1.0
631,100000,1,3,2,49,0,1440,0,-2.0
632,50000,2,2,2,23,0,181591,12000,0.0
633,20000,2,3,1,25,0,45038,3459,-0.0
634,210000,2,2,1,47,0,0,0,-2.0
635,110000,1,3,1,56,0,193115,17177,0.0
636,20000,2,3,1,44,0,1006,456,-1.0
637,50000,2,3,1,49,0,36792,6757,0.0
638,50000,1,2,1,41,0,121995,5330,0.0
639,400000,2,1,2,40,0,337631,211702,-1.0
640,170000,1,2,2,31,0,334688,17000,0.0
641,280000,1,2,1,42,0,882943,35867,0.0
642,130000,2,3,1,28,0,200599,3500,-1.0
643,210000,2,2,2,32,0,336057,29500,0.0
644,370000,1,2,2,28,0,817955,58000,0.0
645,30000,2,2,1,31,0,127602,6942,0.0
646,150000,1,3,2,39,0,506730,15180,-1.0
647,60000,1,3,1,31,1,70689,1027,-1.0
648,80000,2,2,2,24,0,392216,15686,0.0
649,280000,2,2,1,44,1,1150758,45000,2.0
650,20000,2,2,2,46,0,118578,0,6.0
651,270000,1,1,2,32,0,1000,1400,-2.0
652,240000,2,2,2,26,0,59161,38813,-1.0
653,20000,2,1,2,22,0,115711,6901,0.0
654,450000,2,1,1,42,1,41600,42200,-1.0
655,10000,1,2,2,33,0,49507,8145,0.0
656,280000,1,2,1,39,1,24054,25643,-2.0
657,290000,2,3,2,27,0,55487,6300,-0.0
658,190000,2,1,2,28,1,273617,13500,0.0
659,80000,2,1,2,23,0,127112,11076,-0.0
660,280000,2,2,2,28,0,7540,6230,-0.0
661,160000,2,1,1,33,0,68180,55935,-2.0
662,90000,1,2,1,40,1,90025,5358,-0.0
663,140000,2,1,2,37,0,41544,40510,-1.0
664,50000,1,1,2,22,0,29567,4180,-0.0
665,40000,2,2,1,32,0,167564,9810,1.0
666,130000,2,3,1,43,0,652165,25021,0.0
667,70000,2,3,1,27,0,378784,14964,0.0
668,30000,2,2,1,35,0,155444,8281,0.0
669,100000,2,3,1,35,0,599839,24800,2.0
670,20000,2,1,1,30,1,43329,3500,1.0
671,30000,2,2,2,34,0,275375,76230,2.0
672,20000,1,2,1,34,1,91072,6789,0.0
673,100000,2,1,2,28,1,500780,19423,0.0
674,30000,1,2,2,25,1,13800,0,5.0
675,320000,2,1,1,41,0,611655,24120,0.0
676,90000,1,3,2,42,1,249902,6700,2.0
677,190000,1,2,2,40,1,959287,48600,2.0
678,200000,1,1,2,28,0,800524,111129,0.0
679,300000,2,2,2,31,0,22757,19514,-1.0
680,30000,2,1,2,56,0,74142,36403,-1.0
681,110000,2,2,3,45,0,133460,11315,0.0
682,230000,2,1,2,29,0,1024,1024,-2.0
683,230000,2,1,1,35,0,15873,2250,-1.0
684,310000,2,2,2,28,0,497918,33000,0.0
685,320000,1,1,1,40,0,1423739,70000,0.0
686,360000,1,1,1,47,0,362529,200250,-1.0
687,20000,2,3,1,41,1,4049,3532,-0.0
688,170000,2,2,2,27,0,991237,52700,0.0
689,140000,1,1,1,40,0,778849,28766,0.0
690,80000,1,2,2,32,0,279502,9611,0.0
691,150000,1,2,2,35,0,240075,106469,-0.0
692,170000,1,2,2,27,0,1950,0,-0.0
693,200000,2,2,1,29,1,814865,30193,0.0
694,70000,1,1,2,30,0,350836,15050,1.0
695,320000,1,2,1,37,0,67096,28706,-2.0
696,150000,2,1,2,29,0,0,0,-2.0
697,50000,2,1,1,34,0,89632,12674,-0.0
698,90000,2,2,2,34,0,16292,0,-0.0
699,280000,1,1,1,41,0,174504,151539,-2.0
700,300000,2,1,2,31,0,184067,5263,0.0
701,400000,2,2,2,40,0,9759,10144,-2.0
702,200000,2,1,1,27,0,21962,17486,-1.0
703,10000,2,3,2,22,1,26146,3036,-1.0
704,50000,2,2,3,30,1,231633,5600,1.0
705,30000,2,2,3,22,0,150950,9300,2.0
706,50000,1,1,2,26,1,106040,8100,-0.0
707,50000,1,2,1,38,0,329171,14200,0.0
708,30000,2,3,1,46,0,78343,4470,2.0
709,20000,1,2,2,24,0,21139,2338,0.0
710,20000,1,2,2,49,0,99503,3785,0.0
711,50000,1,1,3,49,0,109793,8391,0.0
712,30000,2,2,1,42,0,199327,9164,0.0
713,360000,2,1,1,30,0,39679,6147,0.0
714,170000,1,2,1,42,0,6440,6440,-1.0
715,400000,2,1,2,31,0,5048,4877,-2.0
716,50000,2,2,1,49,0,193722,9822,0.0
717,160000,2,2,2,27,0,498263,22000,0.0
718,70000,2,2,1,33,1,182163,7083,0.0
719,150000,2,1,1,35,0,0,0,-2.0
720,80000,2,2,2,48,0,192649,32649,0.0
721,30000,2,2,2,22,0,162856,11952,0.0
722,10000,1,2,2,22,1,49081,7500,0.0
723,180000,2,1,2,27,0,16670,20003,-1.0
724,320000,1,1,1,47,0,36186,27532,-1.0
725,80000,2,2,2,34,0,172717,8838,1.0
726,10000,1,2,1,45,1,54824,4300,0.0
727,360000,2,2,2,39,0,52108,39686,-1.0
728,450000,1,2,2,33,0,1506,5597,-2.0
729,330000,2,2,2,29,0,449880,157274,-0.0
730,60000,1,1,2,29,1,4193,2082,0.0
731,50000,2,3,2,26,0,62292,5199,0.0
732,200000,1,2,1,38,0,963422,35917,0.0
733,120000,1,1,2,34,0,2484,621,-0.0
734,160000,2,1,1,37,0,1580,1580,-1.0
735,110000,1,2,1,57,0,237361,10651,0.0
736,70000,2,3,1,50,0,98750,22562,-1.0
737,150000,2,3,2,28,0,604366,22157,0.0
738,610000,2,1,2,31,0,606920,67490,0.0
739,110000,2,1,2,25,0,537686,21172,0.0
740,80000,2,2,2,25,1,129733,11439,1.0
741,170000,2,2,1,33,0,514117,21880,0.0
742,110000,2,1,2,30,0,6861,5803,-1.0
743,140000,2,1,1,51,0,339033,12174,0.0
744,70000,1,1,2,51,0,251604,16500,0.0
745,260000,2,2,1,46,0,110610,60816,-2.0
746,170000,1,3,2,38,0,158472,21000,0.0
747,50000,2,2,1,34,0,84696,12721,0.0
748,300000,2,3,1,34,1,1400112,48373,0.0
749,150000,2,1,2,31,1,11977,11587,-0.0
750,50000,2,2,2,25,1,216955,4000,6.0
751,50000,2,2,1,26,0,13700,7493,-0.0
752,90000,2,1,2,25,0,351580,85758,0.0
753,50000,1,2,2,26,1,178867,26359,0.0
754,500000,2,2,2,43,0,189761,10465,-0.0
755,470000,2,2,1,36,0,7057,6092,-1.0
756,230000,1,2,2,58,0,550625,24555,0.0
757,140000,2,2,2,26,0,90289,45641,-0.0
758,230000,2,2,1,30,1,39593,26556,-0.0
759,420000,2,2,2,31,0,138698,74695,-0.0
760,30000,2,2,2,24,0,186115,10464,0.0
761,50000,2,2,2,52,1,171979,6220,1.0
762,140000,2,2,2,24,0,430,233,-1.0
763,260000,2,2,1,35,0,255927,191998,-1.0
764,90000,2,3,2,29,0,27807,6622,-1.0
765,240000,2,2,1,33,0,1427317,59000,0.0
766,510000,2,1,2,35,0,18930,9068,-0.0
767,110000,2,2,1,35,0,277497,17460,0.0
768,210000,2,1,2,28,0,52774,49186,-0.0
769,220000,1,2,1,40,0,770,2475,-2.0
770,200000,2,1,1,35,0,10256,8406,-2.0
771,360000,2,2,2,53,0,69920,67980,-1.0
772,260000,1,1,2,44,0,2046,2046,-1.0
773,20000,1,2,1,33,0,61784,4145,0.0
774,120000,2,2,1,32,0,687697,28313,0.0
775,50000,2,1,2,33,0,55489,43131,-1.0
776,60000,2,1,2,26,0,207172,42000,0.0
777,200000,1,1,2,26,0,41007,32819,-2.0
778,20000,1,2,2,26,0,3240,4622,-1.0
779,50000,2,1,1,32,1,147260,20913,0.0
780,50000,2,2,2,31,0,69100,38669,-0.0
781,230000,1,1,2,29,0,248069,14000,1.0
782,50000,1,2,1,27,0,9074,5773,-0.0
783,100000,2,1,2,28,1,499862,19902,2.0
784,210000,2,1,1,42,1,2490,2490,-1.0
785,230000,2,2,1,32,1,462392,17044,0.0
786,500000,2,1,2,26,0,53571,22157,-2.0
787,370000,2,1,2,38,0,4611,3682,-1.0
788,230000,2,1,1,35,0,65139,49842,-1.0
789,80000,1,2,2,29,0,69734,5865,0.0
790,60000,2,2,2,29,0,122376,6033,-1.0
791,30000,2,2,2,51,0,157343,5836,1.0
792,70000,1,1,2,27,0,553,2515,-1.0
793,410000,1,1,2,32,0,9580,5400,-2.0
794,280000,2,3,1,40,0,684,2412,-2.0
795,50000,2,1,1,34,0,201300,10667,0.0
796,100000,2,2,1,30,0,481638,21100,0.0
797,230000,2,1,2,29,0,0,0,-2.0
798,50000,2,1,2,22,0,36516,10547,-1.0
799,100000,2,1,2,48,0,105906,8426,2.0
800,210000,2,2,1,35,0,197814,10824,0.0
801,400000,1,1,2,37,0,17428,21148,-1.0
802,20000,1,2,2,25,1,112956,1541,2.0
803,50000,2,3,1,44,0,31530,13356,-1.0
804,230000,2,1,2,28,0,13332,6666,-2.0
805,220000,1,2,2,29,0,37281,3050,-1.0
806,300000,2,1,1,36,0,136795,71468,-0.0
807,80000,2,2,2,23,0,21911,19477,-0.0
808,20000,2,3,2,36,1,115219,5809,1.0
809,190000,2,1,2,26,0,200987,8770,0.0
810,160000,2,2,0,37,0,163860,40628,0.0
811,120000,2,1,3,44,0,244932,8347,0.0
812,700000,2,1,1,39,0,375289,96834,-0.0
813,140000,2,1,2,24,0,1086,1086,-1.0
814,300000,2,3,1,29,0,91304,16202,-0.0
815,120000,1,3,1,33,1,414194,13800,2.0
816,280000,2,2,1,39,0,1095440,40200,0.0
817,70000,1,3,1,51,1,302877,10269,1.0
818,20000,2,3,2,24,0,22256,16690,-0.0
819,150000,2,2,1,45,0,18805,26875,-1.0
820,60000,1,1,2,30,0,94189,27582,-0.0
821,200000,2,3,0,51,0,2730,1950,-1.0
822,50000,2,2,2,24,1,225110,10816,0.0
823,150000,1,2,1,50,0,282675,46085,0.0
824,20000,2,1,2,22,0,120110,4844,0.0
825,40000,1,1,2,27,1,72038,11208,0.0
826,170000,2,2,2,33,0,10028,10028,-1.0
827,50000,2,2,1,24,0,165988,5600,1.0
828,10000,1,2,2,37,0,45503,5925,1.0
829,200000,2,2,1,58,0,204857,387518,-1.0
830,50000,2,2,1,48,0,108384,57571,-0.0
831,320000,1,1,2,28,0,13787,9633,-0.0
832,20000,2,3,1,24,0,137327,0,6.0
833,470000,2,2,1,27,1,471633,116470,-0.0
834,230000,2,3,2,30,0,41487,17924,-0.0
835,20000,2,1,2,23,0,68980,7000,-0.0
836,30000,2,3,2,53,1,14936,20643,-1.0
837,80000,2,2,2,23,0,146149,5706,2.0
838,110000,2,2,1,55,0,102571,6900,0.0
839,420000,1,2,1,34,0,543990,95575,0.0
840,500000,1,1,1,43,1,0,0,-2.0
841,80000,2,2,2,22,0,321294,10201,0.0
842,350000,2,2,1,31,0,351284,11044,0.0
843,30000,2,2,1,32,0,14267,19252,-2.0
844,110000,2,2,2,33,1,150,402,-1.0
845,500000,1,3,1,39,0,2114112,140730,0.0
846,490000,2,1,1,38,0,37032,31429,-1.0
847,300000,2,2,1,34,0,208536,9100,-2.0
848,50000,1,2,3,42,1,239885,11104,1.0
849,150000,1,3,1,37,1,889699,15621,3.0
850,80000,2,3,1,57,0,61852,15500,0.0
851,40000,2,2,2,23,0,177602,28000,2.0
852,30000,1,2,2,32,0,164418,6410,1.0
853,50000,1,1,1,37,0,30400,500,-1.0
854,140000,2,2,2,23,0,265665,10977,0.0
855,50000,2,3,2,49,0,39726,8000,0.0
856,30000,2,2,2,25,0,121157,32073,-2.0
857,40000,2,1,2,29,1,183772,11200,1.0
858,100000,2,3,1,43,1,314274,13200,2.0
859,130000,1,2,2,29,0,782593,34317,0.0
860,20000,2,2,2,27,0,105269,2882,0.0
861,50000,1,1,2,26,0,0,0,-2.0
862,260000,1,1,1,41,0,181262,102388,-1.0
863,30000,2,3,2,52,1,14700,0,5.0
864,10000,2,2,1,31,0,63280,6496,0.0
865,200000,1,1,2,32,0,279793,13383,0.0
866,30000,2,2,1,46,0,168960,6824,0.0
867,180000,2,2,2,35,0,242483,6000,-1.0
868,100000,1,1,2,35,0,29109,47970,-1.0
869,140000,2,2,1,39,0,498495,24000,0.0
870,290000,2,2,2,34,0,1878485,70190,0.0
871,20000,2,2,3,52,0,98771,5057,0.0
872,80000,2,3,1,40,0,234027,12497,0.0
873,500000,2,3,1,38,0,38310,30046,-2.0
874,180000,1,1,1,45,0,24771,22896,-1.0
875,20000,2,3,1,40,0,4506,2340,-1.0
876,30000,2,2,1,25,0,181366,8071,0.0
877,150000,1,1,2,33,0,342567,36001,0.0
878,280000,2,2,2,27,0,27824,21998,-1.0
879,50000,2,2,1,43,0,100387,15949,-0.0
880,20000,2,2,1,43,0,104906,6100,1.0
881,200000,1,1,2,30,0,45039,28258,-0.0
882,210000,2,2,1,49,1,0,0,-2.0
883,230000,2,1,2,38,0,1028408,35120,0.0
884,50000,1,3,2,57,0,231635,8181,0.0
885,50000,1,3,2,55,1,194914,8652,0.0
886,70000,2,2,2,23,0,325839,19400,0.0
887,310000,1,1,2,30,0,6152,44148,-2.0
888,180000,2,2,1,30,0,41482,40004,-1.0
889,90000,2,2,2,24,0,111905,4020,0.0
890,390000,1,2,2,28,0,618242,33684,0.0
891,150000,2,3,1,34,0,2404,1485,-1.0
892,400000,1,2,2,37,0,88041,19087,1.0
893,80000,2,2,1,32,0,68006,3894,-0.0
894,320000,1,1,2,27,0,760934,24590,0.0
895,240000,2,2,1,37,1,238,0,-2.0
896,200000,1,1,2,31,0,600,600,-2.0
897,110000,1,1,3,55,1,581693,19900,2.0
898,170000,2,1,2,28,1,815421,33256,2.0
899,90000,2,3,3,51,1,79368,4616,0.0
900,200000,1,1,1,36,0,23470,15727,-1.0
901,360000,1,1,2,30,0,2500,2500,-2.0
902,140000,2,1,1,36,0,8614,2971,-1.0
903,220000,1,2,2,25,0,581605,19900,0.0
904,100000,1,3,1,50,0,154970,0,-1.0
905,80000,2,2,2,40,0,365993,12177,1.0
906,30000,2,2,2,27,0,167802,34421,0.0
907,50000,1,1,2,30,1,16759,5300,2.0
908,120000,2,2,2,26,0,42762,3920,0.0
909,50000,1,1,2,27,0,55331,8500,0.0
910,360000,2,1,2,27,0,315124,257333,-1.0
911,90000,2,1,2,25,0,540060,23300,1.0
912,500000,1,1,2,32,0,1849145,197189,-0.0
913,140000,2,3,1,46,0,436060,20000,0.0
914,30000,1,3,1,45,0,108412,7900,0.0
915,70000,1,3,1,30,0,131136,6901,0.0
916,200000,1,1,1,39,0,3983,3983,-2.0
917,350000,1,1,1,48,0,281695,10633,0.0
918,120000,1,1,2,32,1,0,0,-2.0
919,240000,1,1,2,46,0,2440564,82131,0.0
920,90000,2,1,2,23,0,191058,33000,0.0
921,260000,2,1,2,33,0,4480,4480,-1.0
922,50000,2,1,2,24,0,182927,10400,0.0
923,110000,1,1,1,40,0,119525,32070,0.0
924,20000,2,1,2,24,0,4475,14419,-0.0
925,30000,2,2,2,24,0,137462,5618,0.0
926,180000,1,1,2,27,1,80080,3500,-0.0
927,20000,1,2,1,46,0,45781,3838,0.0
928,50000,2,2,2,22,0,231484,7772,0.0
929,180000,2,1,2,36,0,111295,107473,-2.0
930,200000,1,1,1,34,0,12634,12179,-2.0
931,260000,2,2,2,24,0,339021,21140,0.0
932,320000,1,1,1,60,1,114785,157107,-1.0
933,160000,2,2,2,29,1,3739,2360,0.0
934,30000,1,2,2,32,1,65112,7500,1.0
935,50000,2,2,1,36,0,84730,3946,0.0
936,50000,1,2,2,30,0,29764,3000,-1.0
937,90000,2,2,2,29,0,321687,22800,0.0
938,240000,1,1,2,34,0,78776,77688,0.0
939,180000,2,2,1,32,1,107602,12000,1.0
940,200000,2,2,1,32,0,57507,62547,-1.0
941,50000,2,1,2,25,0,162535,7928,0.0
942,50000,1,2,1,44,0,7566,7566,-1.0
943,330000,2,1,1,37,0,20965,10418,-1.0
944,80000,2,2,2,24,1,5700,0,4.0
945,50000,2,2,2,23,0,16727,13286,-2.0
946,360000,2,1,2,29,0,30190,7162,-1.0
947,240000,2,2,1,37,0,1193632,46654,0.0
948,50000,1,2,1,59,0,203388,7327,0.0
949,470000,1,2,2,33,0,898878,266411,0.0
950,160000,2,3,1,51,0,10375,30625,-0.0
951,30000,1,1,1,27,1,39654,6471,-0.0
952,80000,2,2,1,32,0,468892,18841,0.0
953,500000,2,3,2,42,0,437397,183032,-1.0
954,180000,1,2,2,39,0,18969,13294,-1.0
955,110000,2,2,1,46,0,223972,122122,-1.0
956,160000,1,1,1,41,0,199386,36315,0.0
957,210000,2,2,2,30,0,290165,110144,0.0
958,200000,2,1,1,34,1,21505,3294,-0.0
959,350000,1,1,2,35,0,81962,82330,-0.0
960,250000,1,1,2,41,1,40897,36852,-1.0
961,380000,1,1,2,43,1,16075,39,-0.0
962,30000,1,2,2,47,0,3148,2356,-1.0
963,200000,1,2,2,31,0,183929,16000,0.0
964,30000,1,2,2,30,0,163840,7100,-0.0
965,50000,1,2,2,24,0,54738,27057,-0.0
966,500000,1,1,1,36,0,1708832,95096,0.0
967,30000,1,1,2,28,0,2126,2126,-1.0
968,220000,2,1,1,36,0,12580,9623,-1.0
969,20000,2,2,1,27,0,238480,25033,-0.0
970,180000,2,2,1,32,0,172637,61732,-0.0
971,300000,1,1,1,42,1,166563,77172,-0.0
972,130000,2,2,1,33,0,703552,29418,0.0
973,180000,2,3,1,39,1,77440,8710,2.0
974,150000,2,1,3,30,0,10110,14519,-2.0
975,140000,1,2,1,30,1,581205,19242,0.0
976,50000,2,2,2,22,0,193801,13600,0.0
977,20000,1,2,2,25,1,30746,4028,1.0
978,180000,1,1,2,28,0,58336,65127,-1.0
979,180000,1,2,2,26,1,42798,6182,0.0
980,150000,2,3,1,54,0,890084,33215,0.0
981,70000,2,1,2,24,0,376683,13937,0.0
982,30000,1,2,2,29,0,195821,0,6.0
983,500000,1,1,2,36,1,221094,194297,-2.0
984,60000,1,3,1,49,0,249106,18506,0.0
985,50000,2,1,2,23,0,207233,13575,-2.0
986,130000,1,3,2,43,1,14525,23123,-1.0
987,260000,2,2,1,33,0,574724,62690,-1.0
988,380000,1,3,1,53,0,0,0,-2.0
989,360000,2,2,2,25,0,1733208,158277,2.0
990,50000,1,3,1,54,0,343176,12555,1.0
991,50000,2,3,1,39,0,209841,93507,0.0
992,260000,2,1,1,44,1,3694,2727,-0.0
993,80000,2,2,2,27,0,363024,13800,0.0
994,360000,2,1,2,25,1,530882,11554,-0.0
995,290000,2,1,2,29,1,0,0,-2.0
996,200000,1,1,2,39,0,60200,61000,-2.0
997,140000,1,1,1,45,0,258636,11264,1.0
998,360000,1,1,1,38,1,0,0,-2.0
999,50000,2,2,2,23,1,2840,19970,-1.0
1000,120000,1,2,2,25,0,594261,17894,1.0
1001,100000,1,2,1,29,0,452524,115506,-0.0
1002,200000,2,2,1,28,0,381310,104095,0.0
1003,90000,2,2,1,40,0,8054,8116,-1.0
1004,360000,1,1,2,36,1,0,0,-2.0
1005,150000,2,3,2,30,1,16067,15696,-2.0
1006,140000,1,1,2,29,0,14413,10636,-1.0
1007,200000,2,2,2,36,0,6419,5057,-1.0
1008,170000,2,2,1,37,0,877061,33400,0.0
1009,30000,1,2,2,34,0,165671,9412,2.0
1010,80000,2,1,2,27,0,80000,0,-1.0
1011,280000,1,1,2,31,0,885931,41838,0.0
1012,410000,2,1,1,31,0,785,9225,-0.0
1013,450000,1,1,2,38,0,137274,91535,-1.0
1014,80000,1,2,2,36,0,281221,10500,0.0
1015,360000,1,1,1,46,0,220894,23217,-1.0
1016,130000,2,1,1,36,0,618274,25900,0.0
1017,160000,2,1,2,26,1,37523,33325,-0.0
1018,140000,2,3,2,57,1,673599,26114,0.0
1019,240000,2,3,1,40,0,7592,7757,-1.0
1020,180000,2,3,0,45,0,4148,0,-2.0
1021,70000,1,1,3,57,0,406241,13612,0.0
1022,150000,2,2,2,25,0,576279,59880,0.0
1023,210000,2,3,1,37,0,514301,17300,-2.0
1024,200000,2,1,1,35,0,83337,12327,-0.0
1025,310000,1,2,2,33,0,20555,17989,-2.0
1026,180000,1,1,1,38,0,856097,31879,0.0
1027,300000,1,2,2,31,0,136292,7151,-0.0
1028,450000,2,1,2,41,0,226791,218412,-1.0
1029,200000,1,1,2,33,0,103788,103656,-0.0
1030,30000,2,2,1,67,1,173627,7184,1.0
1031,400000,2,1,1,40,0,142272,133193,-1.0
1032,170000,1,1,2,33,0,6963,8304,-1.0
1033,140000,2,1,2,31,1,2432,1780,-0.0
1034,200000,2,2,2,35,0,407754,17575,0.0
1035,60000,2,2,3,39,0,-7010,4000,-2.0
1036,60000,1,2,2,27,1,282775,12800,1.0
1037,150000,1,1,2,23,0,407556,94564,0.0
1038,180000,1,3,1,54,1,705668,21748,0.0
1039,50000,2,3,2,23,0,152088,10800,0.0
1040,50000,1,3,2,24,0,66429,30078,-1.0
1041,20000,1,2,2,26,0,-2570,1400,-2.0
1042,230000,2,2,2,52,1,11870,10874,0.0
1043,110000,2,2,1,42,0,305968,11223,0.0
1044,90000,2,1,2,36,0,441849,17750,0.0
1045,20000,2,1,2,22,1,117325,10239,2.0
1046,30000,2,1,2,23,0,126261,14500,0.0
1047,220000,1,3,1,30,1,1045188,35168,0.0
1048,140000,2,3,2,24,1,274194,11279,1.0
1049,300000,2,1,1,42,0,9075,8469,-2.0
1050,100000,1,2,1,49,0,151960,5663,0.0
1051,110000,1,2,2,31,0,1424,200,2.0
1052,270000,2,3,2,33,0,380595,257784,-0.0
1053,30000,1,1,1,42,0,75166,31573,-1.0
1054,70000,1,3,2,41,0,361180,15200,0.0
1055,230000,1,2,1,53,0,1820,470,-0.0
1056,20000,1,2,2,23,0,113143,15135,0.0
1057,190000,2,1,2,33,0,482397,12438,0.0
1058,20000,2,2,1,29,0,90000,9000,0.0
1059,80000,2,3,1,67,0,102975,35736,-0.0
1060,20000,1,3,1,33,1,66408,11368,0.0
1061,60000,2,3,1,34,1,72435,6690,0.0
1062,50000,1,2,1,49,0,43458,14325,0.0
1063,280000,2,2,1,56,1,1491923,58615,0.0
1064,300000,1,1,1,42,0,379774,142842,0.0
1065,30000,2,3,1,55,1,181086,8317,0.0
1066,270000,2,2,1,25,0,940907,267494,0.0
1067,100000,1,3,2,30,0,345276,23833,0.0
1068,240000,1,2,2,43,1,1746,1746,-1.0
1069,200000,1,1,2,40,0,39359,38099,-1.0
1070,110000,2,1,2,35,0,216531,11700,1.0
1071,230000,1,1,1,61,0,22554,28065,-1.0
1072,150000,2,2,1,44,1,36808,107948,-1.0
1073,350000,1,1,2,33,0,198413,78150,-1.0
1074,360000,1,6,1,66,0,328520,454250,-1.0
1075,150000,2,2,2,40,0,19955,22466,-1.0
1076,100000,1,3,2,47,0,369967,84235,0.0
1077,500000,1,1,2,27,0,1167074,35130,0.0
1078,500000,1,1,2,35,0,345428,171529,-1.0
1079,180000,2,3,1,47,0,1896,1896,-1.0
1080,400000,2,3,1,39,0,10472,9840,-1.0
1081,100000,2,2,2,29,0,227450,14908,0.0
1082,10000,1,2,1,32,0,55377,3004,2.0
1083,60000,2,1,2,30,0,217317,7900,2.0
1084,50000,2,1,2,25,1,294164,11400,2.0
1085,80000,2,2,2,23,0,300820,11431,-0.0
1086,110000,2,2,1,43,0,645621,25565,0.0
1087,410000,2,2,1,41,1,2194128,90680,0.0
1088,260000,2,2,1,40,0,342,342,-1.0
1089,30000,2,3,1,35,0,158314,8950,0.0
1090,310000,2,1,2,28,0,159065,22566,-0.0
1091,70000,2,2,2,38,0,147687,6542,0.0
1092,250000,1,1,2,31,0,1087211,36605,0.0
1093,210000,1,3,1,29,0,1176607,40200,0.0
